F116,F117,F118,F119,F120,F110,F121,F122,F123,F114,F115,
-1.0,0.5555555555555556,0.00949667616334283,0.37174721189591076,0.3726748802293379,0.28888888888888886,0.0,0.1342281879194631,438.36059479553904,-0.8235294117647058,-1.0,
-1.0,0.5555555555555556,0.00949667616334283,0.37174721189591076,0.3726748802293379,0.28888888888888886,0.0,0.1342281879194631,438.36059479553904,-0.8235294117647058,-1.0,
-1.0,0.5555555555555556,0.00949667616334283,0.37174721189591076,0.3726748802293379,0.28888888888888886,0.0,0.1342281879194631,438.36059479553904,-0.8235294117647058,-1.0,
0.0,0.15384615384615385,0.010848126232741617,0.16666666666666666,0.21529832347140035,-0.46153846153846156,0.0,0.006711409395973154,466.96666666666664,-0.8235294117647058,-1.0,
-1.0,0.0,0.0,0.4228187919463087,0.34634442088623135,-1.0,0.0,0.08456375838926175,424.5838926174497,-0.8235294117647058,-1.0,
0.0,0.13043478260869565,0.008724734622655227,0.1885245901639344,0.21883569075070167,-0.6956521739130435,0.0,0.03087248322147651,524.8688524590164,-0.8235294117647058,-1.0,
0.0,0.08,0.005661538461538462,0.1885245901639344,0.21883569075070167,-0.68,0.0,0.03087248322147651,524.8688524590164,-0.8235294117647058,-1.0,
-1.0,0.7352941176470589,0.007486026084642001,0.37174721189591076,0.3726748802293379,0.47058823529411764,0.0,0.1342281879194631,438.36059479553904,-0.8235294117647058,-1.0,
-1.0,0.5555555555555556,0.00949667616334283,0.37174721189591076,0.3726748802293379,0.28888888888888886,0.0,0.1342281879194631,438.36059479553904,-0.8235294117647058,-1.0,
-1.0,0.5555555555555556,0.00949667616334283,0.37174721189591076,0.3726748802293379,0.28888888888888886,0.0,0.1342281879194631,438.36059479553904,-0.8235294117647058,-1.0,
-1.0,0.0,0.0,0.4228187919463087,0.34634442088623135,-1.0,0.0,0.08456375838926175,424.5838926174497,-0.8235294117647058,-1.0,
0.0,0.13043478260869565,0.008724734622655227,0.1885245901639344,0.21883569075070167,-0.6956521739130435,0.0,0.03087248322147651,524.8688524590164,-0.8235294117647058,-1.0,
0.0,0.08,0.005661538461538462,0.1885245901639344,0.21883569075070167,-0.68,0.0,0.03087248322147651,524.8688524590164,-0.8235294117647058,-1.0,
1.0,1.0,0.0,0.38461538461538464,0.2193047337278107,1.0,0.0,0.006711409395973154,375.3076923076923,-0.8235294117647058,1.0,
0.0,0.0,0.0,0.1885245901639344,0.21883569075070167,-1.0,0.0,0.03087248322147651,524.8688524590164,-0.8235294117647058,-1.0,
-1.0,0.36904761904761907,0.11642573696145125,0.35789473684210527,9.222354656551698E-4,-0.21428571428571427,0.0,0.04563758389261745,331.4736842105263,-0.8235294117647058,-1.0,
-1.0,0.75,0.010416666666666666,0.4228187919463087,0.34634442088623135,0.5,0.0,0.08456375838926175,424.5838926174497,-0.8235294117647058,-1.0,
-1.0,0.36904761904761907,0.11642573696145125,0.35789473684210527,9.222354656551698E-4,-0.21428571428571427,0.0,0.04563758389261745,331.4736842105263,-0.8235294117647058,-1.0,
-1.0,0.0,0.0,0.37174721189591076,0.3726748802293379,-1.0,0.0,0.1342281879194631,438.36059479553904,-0.8235294117647058,-1.0,
-1.0,0.5294117647058824,0.013840830449826988,0.4228187919463087,0.34634442088623135,0.058823529411764705,0.0,0.08456375838926175,424.5838926174497,-0.8235294117647058,-1.0,
1.0,0.4,0.01846153846153846,0.1885245901639344,0.21883569075070167,-0.2,0.0,0.03087248322147651,524.8688524590164,-0.8235294117647058,1.0,
1.0,0.4,0.01846153846153846,0.1885245901639344,0.21883569075070167,-0.2,0.0,0.03087248322147651,524.8688524590164,-0.8235294117647058,1.0,
0.0,0.15384615384615385,0.010848126232741617,0.16666666666666666,0.21529832347140035,-0.46153846153846156,0.0,0.006711409395973154,466.96666666666664,-0.8235294117647058,-1.0,
-1.0,0.3333333333333333,0.008547008547008548,0.37174721189591076,0.3726748802293379,0.0,0.0,0.1342281879194631,438.36059479553904,-0.8235294117647058,-1.0,
-1.0,0.0,0.0,0.16666666666666666,0.21529832347140035,0.0,0.0,0.006711409395973154,466.96666666666664,-0.8235294117647058,-1.0,
-1.0,0.375,0.009014423076923076,0.37174721189591076,0.3726748802293379,-0.125,0.0,0.1342281879194631,438.36059479553904,-0.8235294117647058,-1.0,
0.0,0.08,0.005661538461538462,0.1885245901639344,0.21883569075070167,-0.68,0.0,0.03087248322147651,524.8688524590164,-0.8235294117647058,-1.0,
-1.0,0.36904761904761907,0.11642573696145125,0.35789473684210527,9.222354656551698E-4,-0.21428571428571427,0.0,0.04563758389261745,331.4736842105263,-0.8235294117647058,-1.0,
0.0,0.0,0.0,0.1885245901639344,0.21883569075070167,-1.0,0.0,0.03087248322147651,524.8688524590164,-0.8235294117647058,-1.0,
0.0,0.13043478260869565,0.008724734622655227,0.1885245901639344,0.21883569075070167,-0.6956521739130435,0.0,0.03087248322147651,524.8688524590164,-1.0,-1.0,
0.0,0.0,0.0,0.37174721189591076,0.3726748802293379,-1.0,0.0,0.1342281879194631,438.36059479553904,-1.0,-1.0,
-1.0,0.36904761904761907,0.11642573696145125,0.35789473684210527,9.222354656551698E-4,-0.21428571428571427,0.0,0.04563758389261745,331.4736842105263,-1.0,-1.0,
-1.0,0.25,0.007211538461538462,0.37174721189591076,0.3726748802293379,-0.4642857142857143,0.0,0.1342281879194631,438.36059479553904,-1.0,-1.0,
-1.0,0.28888888888888886,0.007901234567901235,0.37174721189591076,0.3726748802293379,-0.26666666666666666,0.0,0.1342281879194631,438.36059479553904,-1.0,-1.0,
-1.0,0.19047619047619047,0.005930577359148787,0.37174721189591076,0.3726748802293379,-0.6190476190476191,0.0,0.1342281879194631,438.36059479553904,-1.0,-1.0,
-1.0,0.375,0.009014423076923076,0.37174721189591076,0.3726748802293379,-0.125,0.0,0.1342281879194631,438.36059479553904,-1.0,-1.0,
-1.0,0.5294117647058824,0.013840830449826988,0.4228187919463087,0.34634442088623135,0.058823529411764705,0.0,0.08456375838926175,424.5838926174497,-1.0,-1.0,
-1.0,0.5294117647058824,0.013840830449826988,0.4228187919463087,0.34634442088623135,0.058823529411764705,0.0,0.08456375838926175,424.5838926174497,-1.0,-1.0,
0.0,0.15384615384615385,0.010848126232741617,0.16666666666666666,0.21529832347140035,-0.46153846153846156,0.0,0.006711409395973154,466.96666666666664,-1.0,-1.0,
-1.0,0.0,0.0,0.16666666666666666,0.21529832347140035,-1.0,0.0,0.006711409395973154,466.96666666666664,-1.0,-1.0,
-1.0,0.36904761904761907,0.11642573696145125,0.35789473684210527,9.222354656551698E-4,-0.21428571428571427,0.0,0.04563758389261745,331.4736842105263,-1.0,-1.0,
-1.0,0.19047619047619047,0.005930577359148787,0.37174721189591076,0.3726748802293379,-0.6190476190476191,0.0,0.1342281879194631,438.36059479553904,-1.0,-1.0,
1.0,0.7352941176470589,0.007486026084642001,0.37174721189591076,0.3726748802293379,0.47058823529411764,0.0,0.1342281879194631,438.36059479553904,-0.5,1.0,
-1.0,0.36904761904761907,0.11642573696145125,0.35789473684210527,9.222354656551698E-4,-0.21428571428571427,0.0,0.04563758389261745,331.4736842105263,-0.5,-1.0,
-1.0,0.0,0.0,0.38461538461538464,0.2193047337278107,-1.0,0.0,0.006711409395973154,375.3076923076923,-0.5,-1.0,
-1.0,0.0,0.0,0.4228187919463087,0.34634442088623135,-1.0,0.0,0.08456375838926175,424.5838926174497,-0.5,-1.0,
-1.0,0.375,0.009014423076923076,0.37174721189591076,0.3726748802293379,-0.125,0.0,0.1342281879194631,438.36059479553904,-0.5,-1.0,
-1.0,0.375,0.009014423076923076,0.37174721189591076,0.3726748802293379,-0.125,0.0,0.1342281879194631,438.36059479553904,-0.5,-1.0,
-1.0,0.7352941176470589,0.007486026084642001,0.37174721189591076,0.3726748802293379,0.47058823529411764,0.0,0.1342281879194631,438.36059479553904,-0.5,-1.0,
-1.0,0.7352941176470589,0.007486026084642001,0.37174721189591076,0.3726748802293379,0.47058823529411764,0.0,0.1342281879194631,438.36059479553904,-0.5,-1.0,
-1.0,0.36904761904761907,0.11642573696145125,0.35789473684210527,9.222354656551698E-4,-0.21428571428571427,0.0,0.04563758389261745,331.4736842105263,-0.5,-1.0,
0.0,0.0,0.0,0.38461538461538464,0.2193047337278107,-1.0,0.0,0.006711409395973154,375.3076923076923,-0.5,0.2,
0.0,1.0,0.0,0.4228187919463087,0.34634442088623135,1.0,0.0,0.08456375838926175,424.5838926174497,-0.5,0.2,
0.0,1.0,0.0,0.4228187919463087,0.34634442088623135,1.0,0.0,0.08456375838926175,424.5838926174497,-0.5,0.2,
0.0,0.0,0.0,0.4228187919463087,0.34634442088623135,-1.0,0.0,0.08456375838926175,424.5838926174497,-0.5,0.2,
1.0,0.18181818181818182,0.00572155117609663,0.37174721189591076,0.3726748802293379,-0.6363636363636364,0.0,0.1342281879194631,438.36059479553904,-0.5,0.2,
-1.0,0.0,0.0,0.1885245901639344,0.21883569075070167,-1.0,0.0,0.03087248322147651,524.8688524590164,-0.5,-1.0,
-1.0,0.36904761904761907,0.11642573696145125,0.35789473684210527,9.222354656551698E-4,-0.21428571428571427,0.0,0.04563758389261745,331.4736842105263,-0.5,-1.0,
-1.0,0.36904761904761907,0.11642573696145125,0.35789473684210527,9.222354656551698E-4,-0.21428571428571427,0.0,0.04563758389261745,331.4736842105263,-0.5,-1.0,
-1.0,0.5,0.019230769230769232,0.1885245901639344,0.21883569075070167,0.0,0.0,0.03087248322147651,524.8688524590164,-0.5,-1.0,
0.0,0.0,0.0,0.37174721189591076,0.3726748802293379,-1.0,0.0,0.1342281879194631,438.36059479553904,-0.5,-1.0,
1.0,0.7352941176470589,0.007486026084642001,0.37174721189591076,0.3726748802293379,0.47058823529411764,0.0,0.1342281879194631,438.36059479553904,-0.5,1.0,
-1.0,0.28888888888888886,0.007901234567901235,0.37174721189591076,0.3726748802293379,-0.26666666666666666,0.0,0.1342281879194631,438.36059479553904,-0.68,-1.0,
0.0,0.15384615384615385,0.010848126232741617,0.16666666666666666,0.21529832347140035,-0.46153846153846156,0.0,0.006711409395973154,466.96666666666664,-0.68,-1.0,
-1.0,0.25,0.007211538461538462,0.37174721189591076,0.3726748802293379,-0.4642857142857143,0.0,0.1342281879194631,438.36059479553904,-0.68,-1.0,
-1.0,0.25,0.007211538461538462,0.37174721189591076,0.3726748802293379,-0.4642857142857143,0.0,0.1342281879194631,438.36059479553904,-0.68,-1.0,
0.3333333333333333,0.2727272727272727,0.007628734901462173,0.37174721189591076,0.3726748802293379,-0.45454545454545453,0.0,0.1342281879194631,438.36059479553904,-0.68,0.3333333333333333,
0.3333333333333333,0.3333333333333333,0.008547008547008548,0.37174721189591076,0.3726748802293379,0.0,0.0,0.1342281879194631,438.36059479553904,-0.68,0.3333333333333333,
0.3333333333333333,0.28888888888888886,0.007901234567901235,0.37174721189591076,0.3726748802293379,-0.26666666666666666,0.0,0.1342281879194631,438.36059479553904,-0.68,0.3333333333333333,
0.0,0.0,0.0,0.1885245901639344,0.21883569075070167,-1.0,0.0,0.03087248322147651,524.8688524590164,-0.68,-0.75,
0.0,0.0,0.0,0.1885245901639344,0.21883569075070167,-1.0,0.0,0.03087248322147651,524.8688524590164,-0.68,-0.75,
0.0,0.0,0.0,0.1885245901639344,0.21883569075070167,-1.0,0.0,0.03087248322147651,524.8688524590164,-0.68,-0.75,
0.0,0.0,0.0,0.1885245901639344,0.21883569075070167,-1.0,0.0,0.03087248322147651,524.8688524590164,-0.68,-0.75,
0.0,0.0,0.0,0.1885245901639344,0.21883569075070167,-1.0,0.0,0.03087248322147651,524.8688524590164,-0.68,-0.75,
0.0,0.13043478260869565,0.008724734622655227,0.1885245901639344,0.21883569075070167,-0.6956521739130435,0.0,0.03087248322147651,524.8688524590164,-0.68,-0.75,
0.0,0.13043478260869565,0.008724734622655227,0.1885245901639344,0.21883569075070167,-0.6956521739130435,0.0,0.03087248322147651,524.8688524590164,-0.68,-0.75,
0.0,0.13043478260869565,0.008724734622655227,0.1885245901639344,0.21883569075070167,-0.6956521739130435,0.0,0.03087248322147651,524.8688524590164,-0.68,-0.75,
0.0,0.15384615384615385,0.010848126232741617,0.16666666666666666,0.21529832347140035,-0.46153846153846156,0.0,0.006711409395973154,466.96666666666664,-0.68,1.0,
-1.0,0.25,0.007211538461538462,0.37174721189591076,0.3726748802293379,-0.4642857142857143,0.0,0.1342281879194631,438.36059479553904,-0.68,-1.0,
1.0,0.25,0.007211538461538462,0.37174721189591076,0.3726748802293379,-0.4642857142857143,0.0,0.1342281879194631,438.36059479553904,1.0,1.0,
1.0,0.28888888888888886,0.007901234567901235,0.37174721189591076,0.3726748802293379,-0.26666666666666666,0.0,0.1342281879194631,438.36059479553904,1.0,1.0,
1.0,0.36904761904761907,0.11642573696145125,0.35789473684210527,9.222354656551698E-4,-0.21428571428571427,0.0,0.04563758389261745,331.4736842105263,0.5,0.2,
1.0,0.36904761904761907,0.11642573696145125,0.35789473684210527,9.222354656551698E-4,-0.21428571428571427,0.0,0.04563758389261745,331.4736842105263,0.5,0.2,
-1.0,0.36904761904761907,0.11642573696145125,0.35789473684210527,9.222354656551698E-4,-0.21428571428571427,0.0,0.04563758389261745,331.4736842105263,0.5,0.2,
1.0,0.37037037037037035,0.01295534217344917,0.4228187919463087,0.34634442088623135,-0.18518518518518517,0.0,0.08456375838926175,424.5838926174497,0.5,0.2,
-1.0,0.37037037037037035,0.01295534217344917,0.4228187919463087,0.34634442088623135,-0.18518518518518517,0.0,0.08456375838926175,424.5838926174497,0.5,0.2,
1.0,0.28888888888888886,0.007901234567901235,0.37174721189591076,0.3726748802293379,-0.26666666666666666,0.0,0.1342281879194631,438.36059479553904,0.5,1.0,
1.0,0.28888888888888886,0.007901234567901235,0.37174721189591076,0.3726748802293379,-0.26666666666666666,0.0,0.1342281879194631,438.36059479553904,0.5,1.0,
1.0,0.28888888888888886,0.007901234567901235,0.37174721189591076,0.3726748802293379,-0.26666666666666666,0.0,0.1342281879194631,438.36059479553904,0.5,1.0,
0.0,0.15384615384615385,0.010848126232741617,0.16666666666666666,0.21529832347140035,-0.46153846153846156,0.0,0.006711409395973154,466.96666666666664,-1.0,-1.0,
-1.0,0.25,0.007211538461538462,0.37174721189591076,0.3726748802293379,-0.4642857142857143,0.0,0.1342281879194631,438.36059479553904,-0.08196721311475409,-1.0,
-1.0,0.28888888888888886,0.007901234567901235,0.37174721189591076,0.3726748802293379,-0.26666666666666666,0.0,0.1342281879194631,438.36059479553904,-0.08196721311475409,-1.0,
-1.0,0.5294117647058824,0.013840830449826988,0.4228187919463087,0.34634442088623135,0.058823529411764705,0.0,0.08456375838926175,424.5838926174497,-0.08196721311475409,-1.0,
-1.0,0.36904761904761907,0.11642573696145125,0.35789473684210527,9.222354656551698E-4,-0.21428571428571427,0.0,0.04563758389261745,331.4736842105263,-0.08196721311475409,-1.0,
-1.0,0.4,0.01846153846153846,0.1885245901639344,0.21883569075070167,-0.2,0.0,0.03087248322147651,524.8688524590164,-0.08196721311475409,-1.0,
0.0,0.13043478260869565,0.008724734622655227,0.1885245901639344,0.21883569075070167,-0.6956521739130435,0.0,0.03087248322147651,524.8688524590164,-0.08196721311475409,-1.0,
-1.0,0.25,0.0375,0.23333333333333334,0.021701388888888888,-0.5,0.0,0.009395973154362415,728.6,-0.08196721311475409,-1.0,
0.0,0.15384615384615385,0.010848126232741617,0.16666666666666666,0.21529832347140035,-0.46153846153846156,0.0,0.006711409395973154,466.96666666666664,-0.08196721311475409,-1.0,
0.0,0.0,0.0,0.1885245901639344,0.21883569075070167,-1.0,0.0,0.03087248322147651,524.8688524590164,-0.08196721311475409,-1.0,
1.0,0.5294117647058824,0.013840830449826988,0.4228187919463087,0.34634442088623135,0.058823529411764705,0.0,0.08456375838926175,424.5838926174497,-0.08196721311475409,0.2,
0.3333333333333333,0.7352941176470589,0.007486026084642001,0.37174721189591076,0.3726748802293379,0.47058823529411764,0.0,0.1342281879194631,438.36059479553904,-0.08196721311475409,0.2,
1.0,0.7352941176470589,0.007486026084642001,0.37174721189591076,0.3726748802293379,0.47058823529411764,0.0,0.1342281879194631,438.36059479553904,-0.08196721311475409,0.2,
0.0,0.7352941176470589,0.007486026084642001,0.37174721189591076,0.3726748802293379,0.47058823529411764,0.0,0.1342281879194631,438.36059479553904,-0.08196721311475409,0.2,
0.3333333333333333,1.0,0.0,0.37174721189591076,0.3726748802293379,1.0,0.0,0.1342281879194631,438.36059479553904,-0.08196721311475409,0.2,
-1.0,0.36904761904761907,0.11642573696145125,0.35789473684210527,9.222354656551698E-4,-0.21428571428571427,0.0,0.04563758389261745,331.4736842105263,-0.08196721311475409,0.2,
0.3333333333333333,0.26666666666666666,0.007521367521367521,0.37174721189591076,0.3726748802293379,-0.3333333333333333,0.0,0.1342281879194631,438.36059479553904,-0.08196721311475409,0.2,
1.0,0.5555555555555556,0.00949667616334283,0.37174721189591076,0.3726748802293379,0.28888888888888886,0.0,0.1342281879194631,438.36059479553904,-0.08196721311475409,0.2,
0.0,0.19047619047619047,0.005930577359148787,0.37174721189591076,0.3726748802293379,-0.6190476190476191,0.0,0.1342281879194631,438.36059479553904,-0.08196721311475409,0.2,
-1.0,0.19047619047619047,0.005930577359148787,0.37174721189591076,0.3726748802293379,-0.6190476190476191,0.0,0.1342281879194631,438.36059479553904,-0.08196721311475409,0.2,
1.0,0.5294117647058824,0.013840830449826988,0.4228187919463087,0.34634442088623135,0.058823529411764705,0.0,0.08456375838926175,424.5838926174497,-0.08196721311475409,0.5,
0.3333333333333333,0.7352941176470589,0.007486026084642001,0.37174721189591076,0.3726748802293379,0.47058823529411764,0.0,0.1342281879194631,438.36059479553904,-0.08196721311475409,0.5,
1.0,0.7352941176470589,0.007486026084642001,0.37174721189591076,0.3726748802293379,0.47058823529411764,0.0,0.1342281879194631,438.36059479553904,-0.08196721311475409,0.5,
1.0,0.7352941176470589,0.007486026084642001,0.37174721189591076,0.3726748802293379,0.47058823529411764,0.0,0.1342281879194631,438.36059479553904,-0.08196721311475409,0.5,
0.3333333333333333,1.0,0.0,0.37174721189591076,0.3726748802293379,1.0,0.0,0.1342281879194631,438.36059479553904,-0.08196721311475409,0.5,
-1.0,0.36904761904761907,0.11642573696145125,0.35789473684210527,9.222354656551698E-4,-0.21428571428571427,0.0,0.04563758389261745,331.4736842105263,-0.08196721311475409,0.5,
0.3333333333333333,0.26666666666666666,0.007521367521367521,0.37174721189591076,0.3726748802293379,-0.3333333333333333,0.0,0.1342281879194631,438.36059479553904,-0.08196721311475409,0.5,
1.0,0.5555555555555556,0.00949667616334283,0.37174721189591076,0.3726748802293379,0.28888888888888886,0.0,0.1342281879194631,438.36059479553904,-0.08196721311475409,0.5,
1.0,0.7352941176470589,0.007486026084642001,0.37174721189591076,0.3726748802293379,0.47058823529411764,0.0,0.1342281879194631,438.36059479553904,-0.08196721311475409,1.0,
1.0,0.5294117647058824,0.013840830449826988,0.4228187919463087,0.34634442088623135,0.058823529411764705,0.0,0.08456375838926175,424.5838926174497,-0.08196721311475409,0.3333333333333333,
0.3333333333333333,0.7352941176470589,0.007486026084642001,0.37174721189591076,0.3726748802293379,0.47058823529411764,0.0,0.1342281879194631,438.36059479553904,-0.08196721311475409,0.3333333333333333,
1.0,0.7352941176470589,0.007486026084642001,0.37174721189591076,0.3726748802293379,0.47058823529411764,0.0,0.1342281879194631,438.36059479553904,-0.08196721311475409,0.3333333333333333,
1.0,0.7352941176470589,0.007486026084642001,0.37174721189591076,0.3726748802293379,0.47058823529411764,0.0,0.1342281879194631,438.36059479553904,-0.08196721311475409,0.3333333333333333,
0.3333333333333333,1.0,0.0,0.37174721189591076,0.3726748802293379,1.0,0.0,0.1342281879194631,438.36059479553904,-0.08196721311475409,0.3333333333333333,
-1.0,0.36904761904761907,0.11642573696145125,0.35789473684210527,9.222354656551698E-4,-0.21428571428571427,0.0,0.04563758389261745,331.4736842105263,-0.08196721311475409,0.3333333333333333,
0.3333333333333333,0.26666666666666666,0.007521367521367521,0.37174721189591076,0.3726748802293379,-0.3333333333333333,0.0,0.1342281879194631,438.36059479553904,-0.08196721311475409,0.3333333333333333,
1.0,0.5555555555555556,0.00949667616334283,0.37174721189591076,0.3726748802293379,0.28888888888888886,0.0,0.1342281879194631,438.36059479553904,-0.08196721311475409,0.3333333333333333,
0.0,0.08,0.005661538461538462,0.1885245901639344,0.21883569075070167,-0.68,0.0,0.03087248322147651,524.8688524590164,-0.08196721311475409,0.3333333333333333,
-1.0,0.28888888888888886,0.007901234567901235,0.37174721189591076,0.3726748802293379,-0.26666666666666666,0.0,0.1342281879194631,438.36059479553904,-0.08196721311475409,-0.5384615384615384,
-1.0,0.0,0.0,0.16666666666666666,0.21529832347140035,0.0,0.0,0.006711409395973154,466.96666666666664,-0.08196721311475409,-0.5384615384615384,
-1.0,0.28888888888888886,0.007901234567901235,0.37174721189591076,0.3726748802293379,-0.26666666666666666,0.0,0.1342281879194631,438.36059479553904,-0.08196721311475409,-0.5384615384615384,
1.0,0.5294117647058824,0.013840830449826988,0.4228187919463087,0.34634442088623135,0.058823529411764705,0.0,0.08456375838926175,424.5838926174497,-0.08196721311475409,-0.5384615384615384,
0.0,0.15384615384615385,0.010848126232741617,0.16666666666666666,0.21529832347140035,-0.46153846153846156,0.0,0.006711409395973154,466.96666666666664,-0.08196721311475409,-0.5384615384615384,
-1.0,0.0,0.0,0.16666666666666666,0.21529832347140035,-0.6666666666666666,0.0,0.006711409395973154,466.96666666666664,-0.08196721311475409,-0.5384615384615384,
-0.3333333333333333,0.5294117647058824,0.013840830449826988,0.4228187919463087,0.34634442088623135,0.058823529411764705,0.0,0.08456375838926175,424.5838926174497,-0.08196721311475409,-0.5384615384615384,
0.0,0.5294117647058824,0.013840830449826988,0.4228187919463087,0.34634442088623135,0.058823529411764705,0.0,0.08456375838926175,424.5838926174497,-0.08196721311475409,-0.5384615384615384,
-0.3333333333333333,0.0,0.0,0.38461538461538464,0.2193047337278107,0.0,0.0,0.006711409395973154,375.3076923076923,-0.08196721311475409,-0.5384615384615384,
-0.3333333333333333,0.28888888888888886,0.007901234567901235,0.37174721189591076,0.3726748802293379,-0.26666666666666666,0.0,0.1342281879194631,438.36059479553904,-0.08196721311475409,-0.5384615384615384,
0.0,0.28888888888888886,0.007901234567901235,0.37174721189591076,0.3726748802293379,-0.26666666666666666,0.0,0.1342281879194631,438.36059479553904,-0.08196721311475409,-0.5384615384615384,
-1.0,0.28888888888888886,0.007901234567901235,0.37174721189591076,0.3726748802293379,-0.26666666666666666,0.0,0.1342281879194631,438.36059479553904,-0.08196721311475409,-0.5384615384615384,
-1.0,0.0,0.0,0.4228187919463087,0.34634442088623135,0.0,0.0,0.08456375838926175,424.5838926174497,-0.08196721311475409,-0.5384615384615384,
1.0,0.5294117647058824,0.013840830449826988,0.4228187919463087,0.34634442088623135,0.058823529411764705,0.0,0.08456375838926175,424.5838926174497,-0.08196721311475409,0.09090909090909091,
0.3333333333333333,0.7352941176470589,0.007486026084642001,0.37174721189591076,0.3726748802293379,0.47058823529411764,0.0,0.1342281879194631,438.36059479553904,-0.08196721311475409,0.09090909090909091,
1.0,0.7352941176470589,0.007486026084642001,0.37174721189591076,0.3726748802293379,0.47058823529411764,0.0,0.1342281879194631,438.36059479553904,-0.08196721311475409,0.09090909090909091,
-0.3333333333333333,0.7352941176470589,0.007486026084642001,0.37174721189591076,0.3726748802293379,0.47058823529411764,0.0,0.1342281879194631,438.36059479553904,-0.08196721311475409,0.09090909090909091,
0.3333333333333333,1.0,0.0,0.37174721189591076,0.3726748802293379,1.0,0.0,0.1342281879194631,438.36059479553904,-0.08196721311475409,0.09090909090909091,
-1.0,0.36904761904761907,0.11642573696145125,0.35789473684210527,9.222354656551698E-4,-0.21428571428571427,0.0,0.04563758389261745,331.4736842105263,-0.08196721311475409,0.09090909090909091,
0.3333333333333333,0.26666666666666666,0.007521367521367521,0.37174721189591076,0.3726748802293379,-0.3333333333333333,0.0,0.1342281879194631,438.36059479553904,-0.08196721311475409,0.09090909090909091,
1.0,0.5555555555555556,0.00949667616334283,0.37174721189591076,0.3726748802293379,0.28888888888888886,0.0,0.1342281879194631,438.36059479553904,-0.08196721311475409,0.09090909090909091,
-1.0,0.4,0.01846153846153846,0.1885245901639344,0.21883569075070167,-0.2,0.0,0.03087248322147651,524.8688524590164,-0.08196721311475409,0.09090909090909091,
-0.3333333333333333,0.19047619047619047,0.005930577359148787,0.37174721189591076,0.3726748802293379,-0.6190476190476191,0.0,0.1342281879194631,438.36059479553904,-0.08196721311475409,0.09090909090909091,
-0.3333333333333333,0.19047619047619047,0.005930577359148787,0.37174721189591076,0.3726748802293379,-0.6190476190476191,0.0,0.1342281879194631,438.36059479553904,-0.08196721311475409,0.09090909090909091,
1.0,0.875,0.004206730769230769,0.37174721189591076,0.3726748802293379,0.875,0.0,0.1342281879194631,438.36059479553904,1.0,1.0,
-1.0,0.28888888888888886,0.007901234567901235,0.37174721189591076,0.3726748802293379,-0.26666666666666666,0.0,0.1342281879194631,438.36059479553904,-1.0,-1.0,
0.0,0.0,0.0,0.4228187919463087,0.34634442088623135,-1.0,0.0,0.08456375838926175,424.5838926174497,-1.0,0.0,
-1.0,0.28888888888888886,0.007901234567901235,0.37174721189591076,0.3726748802293379,-0.26666666666666666,0.0,0.1342281879194631,438.36059479553904,-1.0,-1.0,
0.0,0.13043478260869565,0.008724734622655227,0.1885245901639344,0.21883569075070167,-0.6956521739130435,0.0,0.03087248322147651,524.8688524590164,-0.7777777777777778,-1.0,
0.0,0.13043478260869565,0.008724734622655227,0.1885245901639344,0.21883569075070167,-0.6956521739130435,0.0,0.03087248322147651,524.8688524590164,-0.7777777777777778,-1.0,
-1.0,0.3333333333333333,0.008547008547008548,0.37174721189591076,0.3726748802293379,-0.3333333333333333,0.0,0.1342281879194631,438.36059479553904,-0.7777777777777778,-1.0,
-1.0,0.2727272727272727,0.007628734901462173,0.37174721189591076,0.3726748802293379,-0.45454545454545453,0.0,0.1342281879194631,438.36059479553904,-0.7777777777777778,-1.0,
-1.0,0.2727272727272727,0.007628734901462173,0.37174721189591076,0.3726748802293379,-0.45454545454545453,0.0,0.1342281879194631,438.36059479553904,-0.7777777777777778,-1.0,
-1.0,0.2727272727272727,0.007628734901462173,0.37174721189591076,0.3726748802293379,-0.45454545454545453,0.0,0.1342281879194631,438.36059479553904,-0.7777777777777778,-1.0,
0.0,0.13043478260869565,0.008724734622655227,0.1885245901639344,0.21883569075070167,-0.6956521739130435,0.0,0.03087248322147651,524.8688524590164,-0.7777777777777778,-1.0,
-1.0,0.0,0.0,0.37174721189591076,0.3726748802293379,-1.0,0.0,0.1342281879194631,438.36059479553904,-0.7777777777777778,-0.25,
0.0,0.13043478260869565,0.008724734622655227,0.1885245901639344,0.21883569075070167,-0.6956521739130435,0.0,0.03087248322147651,524.8688524590164,-0.7777777777777778,-1.0,
1.0,0.25,0.0375,0.23333333333333334,0.021701388888888888,-0.5,0.0,0.009395973154362415,728.6,-0.7777777777777778,1.0,
1.0,0.25,0.0375,0.23333333333333334,0.021701388888888888,-0.5,0.0,0.009395973154362415,728.6,-0.7777777777777778,1.0,
-1.0,0.2727272727272727,0.007628734901462173,0.37174721189591076,0.3726748802293379,-0.45454545454545453,0.0,0.1342281879194631,438.36059479553904,-0.7777777777777778,-1.0,
0.0,0.13043478260869565,0.008724734622655227,0.1885245901639344,0.21883569075070167,-0.6956521739130435,0.0,0.03087248322147651,524.8688524590164,-0.7777777777777778,-1.0,
-1.0,0.5555555555555556,0.00949667616334283,0.37174721189591076,0.3726748802293379,0.28888888888888886,0.0,0.1342281879194631,438.36059479553904,-0.7777777777777778,-1.0,
